PONDERADOR	A1_COD	D1	D2_COD	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	SEXO	E2	E3	E4	E5	PROV	CANT_COD	F1	F2	F3	F4	F5	F6	F7	G1	G2	G3	G4	G5_COD	G6	G7	G8	G9	G10_COD	G11_COD	edadgrupo	educagrupo
1,006	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	80	1	4	5	4	4-02 BARVA	1	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	2
1,821	4	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	37	1	2	4	3	3-03 LA UNION	2	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	1
1,079	6	1	99999	1	2	1	2	1	2	99999	99999	99999	1	2	35	1	3	4	1	1-03 DESAMPARADOS	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	2
1,643	99	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	60	1	2	4	4	4-02 BARVA	1	1	2	1	2	2	1	1	1	1	99999	99999	99999	2	2	2	99999	2	3	1
1,079	3	1	99999	99999	99999	99999	99999	99999	1	99999	99999	99999	3	2	31	1	3	4	6	6-03 BUENOS AIRES	2	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	2
,424	3	1	99999	2	1	1	1	2	1	1	2	2	2	2	45	1	5	6	3	3-01 CARTAGO	1	1	1	1	2	2	1	1	3	1	99999	99999	99999	2	2	2	99999	2	2	3
,399	99	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	62	1	5	5	1	1-03 DESAMPARADOS	2	1	1	2	1	2	1	1	1	1	99999	99999	99999	2	2	2	99999	2	3	3
1,593	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	21	1	4	1	4	4-03 SANTO DOMINGO	1	1	1	1	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	1	2
2,438	6	1	99999	2	1	2	99999	99999	1	1	1	2	2	2	21	1	3	1	1	1-19 PEREZ ZELEDON	2	1	2	1	2	2	2	2	99999	99999	99999	99999	99999	9	9	9	99999	2	1	2
,608	9	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	25	1	5	3	2	2-08 POAS	2	1	1	1	1	1	1	1	5	1	99999	99999	99999	2	2	2	99999	2	1	3
,389	7	1	99999	1	1	2	99999	99999	1	1	99999	2	4	1	37	1	5	1	2	2-01 ALAJUELA	2	1	1	1	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	3
,424	6	1	99999	2	1	2	2	1	1	1	1	2	2	2	47	1	5	1	1	1-03 DESAMPARADOS	1	1	1	1	2	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	3
1,593	9	1	99999	2	2	2	1	99999	1	1	1	2	2	1	23	1	3	1	4	4-01 HEREDIA	2	1	2	2	2	2	2	1	1	1	99999	99999	99999	2	2	2	99999	2	1	2
1,095	9	1	99999	99999	1	2	2	1	1	1	1	2	2	2	60	1	4	5	6	6-06 AGUIRRE	1	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	2
,881	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	34	1	4	1	3	3-01 CARTAGO	2	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	2
,505	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	27	1	5	3	4	4-02 BARVA	2	1	1	1	2	2	1	1	1	1	99999	99999	99999	2	2	2	99999	2	1	3
1	4	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	5	1	99999	9	9	9	9	NS/NR	9	9	9	9	9	9	9	2	99999	99999	99999	99999	99999	2	2	2	99999	2	99999	9
,389	8	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	35	1	5	3	1	1-01 SAN JOSE	1	1	1	1	2	2	2	1	1	1	99999	99999	99999	2	2	2	99999	2	2	3
2,503	3	1	99999	2	1	2	2	2	2	99999	99999	99999	3	1	45	1	2	1	6	6-11 GARABITO	2	1	1	1	2	2	2	1	4	2	2	5	99999	2	2	2	99999	2	2	1
,424	1	2	6	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	31	1	5	1	1	1-08 GOICOECHEA	2	1	1	1	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	3
2,438	10	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	21	1	3	3	6	6-01 PUNTARENAS	2	1	2	1	2	2	2	1	4	2	2	5	99999	2	2	2	99999	2	1	2
1,095	99	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	84	1	4	4	1	1-01 SAN JOSE	1	2	2	2	2	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	2
,389	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	32	1	5	1	1	1-02 ESCAZU	1	1	1	1	2	2	2	1	5	1	99999	99999	99999	2	2	2	99999	2	2	3
,881	9	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	33	1	4	1	5	5-01 LIBERIA	2	1	1	2	2	2	1	1	3	1	99999	99999	99999	2	2	2	99999	2	2	2
,881	3	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	40	1	4	8	1	1-03 DESAMPARADOS	1	1	1	1	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	2
,424	3	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	41	1	5	1	1	1-09 SANTA ANA	2	1	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	3
,505	2	1	99999	2	1	2	2	2	2	99999	99999	99999	5	2	29	1	5	1	2	2-03 GRECIA	2	1	1	2	1	1	2	1	1	1	99999	99999	99999	2	2	2	99999	2	1	3
1,095	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	52	1	4	4	2	2-05 ATENAS	1	1	1	1	1	1	1	1	4	1	99999	99999	99999	2	2	2	99999	2	3	2
,881	4	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	43	1	4	1	5	5-01 LIBERIA	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	2
,389	5	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	48	1	5	1	1	1-02 ESCAZU	1	1	1	1	1	1	1	1	4	1	99999	99999	99999	2	2	2	99999	2	2	3
1,095	6	2	5	99999	99999	99999	99999	99999	99999	99999	99999	99999	5	2	60	1	3	4	1	1-08 GOICOECHEA	1	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	2
,389	3	2	6	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	1	45	1	5	1	3	3-03 LA UNION	2	1	1	1	1	2	2	1	3	1	99999	99999	99999	2	2	2	99999	2	2	3
,399	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	60	1	5	6	6	6-06 AGUIRRE	1	1	1	1	2	2	1	1	1	1	99999	99999	99999	2	2	2	99999	2	3	3
,399	1	1	99999	99999	99999	2	99999	99999	1	1	99999	2	9	1	64	1	5	5	4	4-03 SANTO DOMINGO	1	1	1	1	2	2	1	1	3	1	99999	99999	99999	2	2	2	99999	2	3	3
,389	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	39	1	5	1	3	3-03 LA UNION	1	1	1	1	2	1	1	1	3	1	99999	99999	99999	2	2	2	99999	2	2	3
,608	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	26	1	5	1	1	1-15 MONTES DE OCA	2	1	1	1	1	1	1	1	3	2	2	8	99999	2	2	2	99999	2	1	3
,608	9	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	26	1	5	6	4	4-01 HEREDIA	2	1	2	1	2	2	1	1	1	1	99999	99999	99999	2	2	2	99999	2	1	3
,424	6	2	6	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	31	1	5	1	1	1-03 DESAMPARADOS	1	1	1	1	2	2	1	1	1	2	1	99999	99999	2	2	2	99999	2	2	3
,881	99	2	6	99999	99999	99999	99999	99999	99999	99999	99999	99999	5	1	41	1	3	1	2	2-01 ALAJUELA	2	1	2	2	1	2	2	1	1	1	99999	99999	99999	2	2	2	99999	2	2	2
,399	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	61	1	5	1	1	1-03 DESAMPARADOS	1	1	1	1	1	1	1	1	5	1	99999	99999	99999	2	2	2	99999	2	3	3
,424	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	31	1	5	8	1	1-01 SAN JOSE	2	1	2	1	1	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	3
,505	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	22	1	5	2	2	2-02 SAN RAMON	2	1	1	1	1	2	1	1	3	2	1	99999	99999	2	2	2	99999	2	1	3
,393	3	2	9	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	50	1	5	6	2	2-08 POAS	1	1	1	1	1	2	2	1	5	1	99999	99999	99999	2	2	2	99999	2	3	3
,424	6	1	99999	2	1	2	99999	2	1	2	2	1	3	2	48	1	5	3	3	3-05 TURRIALBA	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	3
,399	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	53	1	5	1	1	1-13 TIBAS	1	1	1	1	2	1	1	1	9	1	99999	99999	99999	2	2	2	99999	2	3	3
,424	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	2	41	1	5	3	1	1-02 ESCAZU	1	1	1	2	2	2	1	1	1	1	99999	99999	99999	2	2	2	99999	2	2	3
,424	3	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	33	1	5	1	1	1-15 MONTES DE OCA	1	1	1	1	2	1	2	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	3
,389	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	43	1	5	1	1	1-09 SANTA ANA	1	1	1	1	1	1	1	1	6	1	99999	99999	99999	2	2	2	99999	2	2	3
1,095	6	1	99999	1	1	1	2	2	1	2	2	1	4	2	52	1	3	6	4	4-02 BARVA	1	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	2
,389	3	1	99999	2	1	1	2	2	2	99999	99999	99999	3	1	32	1	5	1	3	3-02 PARAISO	1	1	2	2	2	2	1	1	3	1	99999	99999	99999	2	2	2	99999	2	2	3
2,503	3	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	48	1	2	1	6	6-11 GARABITO	2	1	9	2	2	2	1	1	5	2	2	1	99999	2	2	2	99999	2	2	1
,881	6	1	99999	2	1	1	99999	2	2	99999	99999	99999	4	1	33	1	3	1	2	2-07 PALMARES	2	1	1	1	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	2
,424	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	36	1	5	1	1	1-11 CORONADO	2	1	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	3
,389	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	38	1	5	1	2	2-03 GRECIA	2	1	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	3
1,821	3	1	99999	2	1	2	99999	1	1	1	1	2	2	2	37	1	2	4	1	1-05 TARRAZU	2	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	1
,881	3	2	6	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	48	1	4	1	1	1-01 SAN JOSE	1	1	1	2	1	2	1	1	1	2	2	8	99999	2	2	2	99999	2	2	2
4,193	2	1	99999	1	1	1	2	1	1	2	2	2	2	2	28	1	2	4	1	1-19 PEREZ ZELEDON	1	1	1	9	9	9	9	2	99999	99999	99999	99999	99999	2	2	2	99999	2	1	1
,399	6	1	99999	2	1	1	2	1	2	99999	99999	99999	5	1	57	1	5	1	1	1-03 DESAMPARADOS	1	1	1	1	1	2	1	1	1	1	99999	99999	99999	2	2	2	99999	2	3	3
,505	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	29	1	5	1	1	1-03 DESAMPARADOS	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	1	3
1,821	3	2	5	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	39	1	2	6	1	1-19 PEREZ ZELEDON	2	1	2	2	2	2	1	1	1	1	99999	99999	99999	2	2	2	99999	2	2	1
,505	9	1	99999	2	1	1	1	99999	1	1	2	99999	3	2	23	1	5	6	1	1-19 PEREZ ZELEDON	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	1	3
1,643	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	61	1	2	4	1	1-09 SANTA ANA	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	1
,424	7	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	32	1	5	1	1	1-18 CURRIDABAT	1	1	1	1	2	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	3
1,821	5	1	99999	1	1	1	1	1	1	1	1	2	2	2	32	1	1	4	4	4-10 SARAPIQUI	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	1
2,438	8	1	99999	2	1	1	1	2	2	99999	99999	99999	2	2	26	1	4	1	7	7-02 POCOCI	2	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	2	1	2
1,643	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	63	1	2	4	3	3-01 CARTAGO	1	1	1	1	2	2	1	1	3	1	99999	99999	99999	2	2	2	99999	2	3	1
,393	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	52	1	5	1	2	2-05 ATENAS	1	1	1	1	2	1	1	1	1	1	99999	99999	99999	2	2	2	99999	3	3	3
1,006	99	2	7	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	63	1	4	5	6	6-04 MONTES DE ORO	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	2
1,079	2	1	99999	2	1	1	1	2	2	99999	99999	99999	5	2	39	1	4	4	2	2-14 LOS CHILES	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	2
1,643	3	1	99999	2	1	1	2	2	2	99999	99999	99999	2	2	72	1	2	4	2	2-10 SAN CARLOS	1	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	1
1,593	3	1	99999	2	1	1	2	1	2	99999	99999	99999	4	1	25	1	4	1	1	1-06 ASERRI	2	1	1	1	1	2	2	1	1	1	99999	99999	99999	2	2	2	99999	3	1	2
1,643	3	2	6	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	60	1	1	4	6	6-11 GARABITO	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	1
,608	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	28	1	5	3	3	3-08 EL GUARCO	2	1	1	1	1	2	1	1	5	1	99999	99999	99999	2	2	2	99999	3	1	3
1,593	3	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	24	1	4	1	2	2-13 UPALA	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	2
,389	3	1	99999	1	2	2	2	1	1	1	1	2	2	1	40	1	5	1	2	2-07 PALMARES	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	3
2,438	2	1	99999	2	1	2	2	2	1	2	1	2	2	2	18	1	4	3	1	1-03 DESAMPARADOS	1	2	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	2
,608	9	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	27	1	5	3	6	6-01 PUNTARENAS	2	1	1	2	2	2	2	1	1	2	1	99999	99999	2	2	2	99999	3	1	3
2,124	5	1	99999	2	1	1	1	1	1	1	1	2	3	1	65	1	2	1	2	2-15 GUATUSO	2	1	2	2	2	2	1	1	3	1	99999	99999	99999	2	2	2	99999	3	3	1
1,643	2	1	99999	2	1	1	2	1	2	99999	99999	99999	4	2	52	1	2	4	3	3-01 CARTAGO	1	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	1
1,643	3	1	99999	1	2	2	99999	1	1	2	1	2	2	2	55	1	2	4	2	2-03 GRECIA	2	1	1	1	2	2	1	1	5	2	1	99999	99999	2	2	2	99999	3	3	1
,881	5	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	42	1	3	1	1	1-03 DESAMPARADOS	2	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	2
,393	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	72	1	5	5	1	1-01 SAN JOSE	1	1	1	1	1	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	3
,505	2	1	99999	1	1	1	1	1	1	1	1	2	1	2	19	1	5	2	2	2-14 LOS CHILES	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	3
1,593	7	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	25	1	3	1	7	7-02 POCOCI	1	1	2	2	2	2	1	1	5	1	99999	99999	99999	2	2	2	99999	3	1	2
1,643	2	1	99999	2	1	1	1	1	2	99999	99999	99999	4	2	59	1	2	5	1	1-03 DESAMPARADOS	1	1	2	1	2	2	1	1	1	1	99999	99999	99999	2	2	2	99999	3	3	1
,608	3	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	28	2	5	3	1	1-02 ESCAZU	2	1	2	2	2	2	2	1	5	1	99999	99999	99999	2	2	2	99999	3	1	3
,505	9	2	6	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	23	1	5	3	6	6-08 COTO BRUS	2	1	2	1	2	2	2	1	3	1	99999	99999	99999	2	2	2	99999	3	1	3
,399	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	52	1	5	6	3	3-07 OREAMUNO	1	1	1	1	1	2	1	1	3	1	99999	99999	99999	2	2	2	99999	3	3	3
,505	6	1	99999	2	1	1	1	1	2	99999	99999	99999	4	2	28	1	5	1	2	2-10 SAN CARLOS	2	1	2	1	1	2	2	1	1	2	1	99999	99999	2	2	2	99999	3	1	3
,424	8	1	99999	2	1	99999	2	1	2	99999	99999	99999	3	2	49	1	5	4	1	1-11 CORONADO	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	3
,505	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	24	1	5	1	1	1-11 CORONADO	2	1	1	1	1	2	1	1	3	2	1	99999	99999	2	2	2	99999	3	1	3
5,756	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	18	1	2	6	2	2-01 ALAJUELA	1	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	1
1,079	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	35	1	4	4	2	2-01 ALAJUELA	1	1	1	1	2	2	1	1	5	2	1	99999	99999	2	2	2	99999	3	2	2
,399	3	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	51	1	5	1	1	1-01 SAN JOSE	1	1	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	3
,424	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	33	1	5	1	5	5-05 CARRILLO	1	1	1	1	2	2	1	1	4	1	99999	99999	99999	2	2	2	99999	3	2	3
1,821	6	1	99999	2	1	1	1	1	1	1	1	1	3	2	43	1	1	4	5	5-08 TILARAN	2	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	1
1,593	3	1	99999	2	1	2	1	2	2	99999	99999	99999	2	1	22	1	4	3	3	3-02 PARAISO	2	1	1	2	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	2
,424	6	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	35	1	5	1	1	1-14 MORAVIA	1	1	2	1	2	1	2	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	3
1,079	4	1	99999	2	1	1	1	2	2	99999	99999	99999	2	2	44	1	3	1	9	NS/NR	2	1	1	1	1	1	1	1	3	9	9	4	99999	2	2	2	99999	3	2	2
,505	2	2	5	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	25	1	5	6	6	6-01 PUNTARENAS	1	1	2	1	2	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	3
,389	7	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	42	1	5	1	2	2-01 ALAJUELA	1	1	1	1	2	1	1	1	4	2	1	99999	99999	2	2	2	99999	3	2	3
1,821	3	2	9	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	44	1	2	4	7	7-02 POCOCI	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	1
,424	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	42	1	5	1	3	3-06 ALVARADO	2	1	1	1	2	2	1	1	5	1	99999	99999	99999	2	2	2	99999	3	2	3
1,006	3	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	71	8	4	1	1	1-01 SAN JOSE	1	1	2	1	2	2	2	1	5	1	99999	99999	99999	2	2	2	99999	3	3	2
2,124	9	1	99999	2	1	1	2	2	2	99999	99999	99999	5	1	55	1	2	6	3	3-03 LA UNION	1	1	2	2	2	2	1	1	1	1	99999	99999	99999	2	2	2	99999	3	3	1
1,821	1	1	99999	2	1	2	2	1	1	2	1	2	4	2	42	1	2	1	1	1-10 ALAJUELITA	1	1	1	1	2	2	1	1	4	9	9	9	9	2	2	2	99999	3	2	1
,505	1	1	99999	99999	1	2	2	2	1	1	2	2	2	2	23	1	5	2	1	1-15 MONTES DE OCA	2	1	2	1	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	3
2,438	5	1	99999	2	1	2	2	1	2	99999	99999	99999	2	2	21	1	4	1	7	7-03 SIQUIRRES	2	1	1	1	2	2	2	1	1	1	99999	99999	99999	2	2	2	99999	3	1	2
2,503	2	1	99999	1	1	2	1	1	1	1	1	2	2	1	33	1	2	1	6	6-07 GOLFITO	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	1
,505	6	1	99999	2	1	1	2	1	2	99999	99999	99999	4	2	23	1	5	2	6	6-01 PUNTARENAS	2	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	3
,389	3	2	6	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	43	1	5	1	1	1-01 SAN JOSE	2	1	1	1	2	2	1	1	5	2	1	99999	99999	2	2	2	99999	3	2	3
,389	4	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	5	1	30	1	5	3	4	4-01 HEREDIA	1	1	1	1	1	1	1	1	4	1	99999	99999	99999	2	2	2	99999	3	2	3
2,438	4	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	23	1	4	3	2	2-01 ALAJUELA	1	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	2
,399	5	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	75	1	5	5	7	7-02 POCOCI	1	1	1	1	2	2	2	1	3	2	2	1	99999	2	2	2	99999	3	3	3
,389	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	46	1	5	1	7	7-02 POCOCI	1	1	1	1	1	2	1	1	3	1	99999	99999	99999	2	2	2	99999	3	2	3
,399	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	55	8	5	1	2	2-01 ALAJUELA	1	1	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	3
1,006	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	5	1	62	1	4	1	1	1-01 SAN JOSE	1	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	2
,424	2	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	31	1	5	1	1	1-01 SAN JOSE	2	1	1	1	1	1	2	1	5	1	99999	99999	99999	2	2	2	99999	3	2	3
1,079	9	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	30	1	4	1	5	5-05 CARRILLO	2	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	2
2,438	5	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	25	1	3	3	3	3-01 CARTAGO	2	1	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	2
1,643	7	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	2	72	1	2	4	1	1-13 TIBAS	1	1	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	1
,424	2	1	99999	2	1	1	2	1	1	1	2	2	2	2	43	1	5	1	1	1-13 TIBAS	2	1	2	2	2	2	1	1	6	9	9	9	9	2	2	2	99999	3	2	3
1,593	9	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	24	1	3	1	7	7-01 LIMON	1	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	2
1,593	9	1	99999	2	1	2	2	2	1	1	1	2	2	1	23	1	4	1	6	6-01 PUNTARENAS	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	2
1,643	4	1	99999	2	1	99999	99999	99999	2	99999	99999	99999	4	2	52	1	2	1	2	2-01 ALAJUELA	1	1	1	1	2	2	1	1	5	2	1	99999	99999	2	2	2	99999	3	3	1
,393	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	60	1	5	1	1	1-14 MORAVIA	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	3
1,593	3	1	99999	2	1	2	99999	2	1	1	1	2	3	1	18	1	4	2	1	1-01 SAN JOSE	2	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	99999	2	99999	3	1	2
,393	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	83	1	5	5	1	1-18 CURRIDABAT	1	1	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	3
,505	9	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	20	1	5	3	1	1-01 SAN JOSE	1	1	2	1	1	1	2	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	3
1,593	2	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	25	1	4	3	3	3-07 OREAMUNO	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	2
1,593	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	5	1	19	1	4	2	7	7-05 MATINA	2	1	2	1	2	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	2
,424	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	46	1	5	1	1	1-15 MONTES DE OCA	2	1	2	1	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	3
